"",".id","X..i..","date","probe.name","probe.type","probe.value","probe.name.1","probe.type.1","probe.value.1","probe.name.2","probe.type.2","probe.value.2","probe.name.3","probe.type.3","probe.value.3","probe.name.4","probe.type.4","probe.value.4","probe.name.5","probe.type.5","probe.value.5","probe.name.6","probe.type.6","probe.value.6","probe.name.7","probe.type.7","probe.value.7","probe.name.8","probe.type.8","probe.value.8","probe.name.9","probe.type.9","probe.value.9","probe.name.10","probe.type.10","probe.value.10","probe.name.11","probe.type.11","probe.value.11","probe.name.12","probe.type.12","probe.value.12","probe.name.13","probe.type.13","probe.value.13","probe.name.14","probe.type.14","probe.value.14","probe.name.15","probe.type.15","probe.value.15","probe.name.16","probe.type.16","probe.value.16"
"120","record",NA,"08/08/2024 19:20:00","Btemp","Temp","30.0","BasepH","pH","7.75","ORP","ORP","131","Salt","Cond","2.5","Temp_2","Temp","30.0","pH_2","pH","7.86","Temp_3","Temp","28.4","pH_3","pH","7.91","Temp_4","Temp","30.0","pH_4","pH","8.02","Temp_5","Temp","27.6","pH_5","pH","7.89","Temp_6","Temp","30.2","pH_6","pH","8.02","Am_Hed","Amps","0.8","Temp_7","Temp","27.5","pH_7","pH","8.01"
"121","record",NA,"08/08/2024 19:30:00","Btemp","Temp","30.0","BasepH","pH","7.75","ORP","ORP","131","Salt","Cond","2.5","Temp_2","Temp","29.8","pH_2","pH","7.77","Temp_3","Temp","28.7","pH_3","pH","7.91","Temp_4","Temp","29.6","pH_4","pH","8.02","Temp_5","Temp","27.9","pH_5","pH","7.89","Temp_6","Temp","30.2","pH_6","pH","8.02","Am_Hed","Amps","0.8","Temp_7","Temp","27.9","pH_7","pH","8.01"
"122","record",NA,"08/08/2024 19:40:00","Btemp","Temp","30.0","BasepH","pH","7.74","ORP","ORP","131","Salt","Cond","2.5","Temp_2","Temp","29.3","pH_2","pH","7.69","Temp_3","Temp","28.7","pH_3","pH","7.91","Temp_4","Temp","29.4","pH_4","pH","8.02","Temp_5","Temp","28.0","pH_5","pH","7.87","Temp_6","Temp","30.0","pH_6","pH","8.02","Am_Hed","Amps","0.8","Temp_7","Temp","28.1","pH_7","pH","8.00"
"123","record",NA,"08/08/2024 19:50:00","Btemp","Temp","30.0","BasepH","pH","7.74","ORP","ORP","131","Salt","Cond","2.5","Temp_2","Temp","29.3","pH_2","pH","7.84","Temp_3","Temp","28.6","pH_3","pH","7.88","Temp_4","Temp","30.6","pH_4","pH","8.02","Temp_5","Temp","28.0","pH_5","pH","7.89","Temp_6","Temp","29.7","pH_6","pH","8.02","Am_Hed","Amps","0.8","Temp_7","Temp","28.0","pH_7","pH","8.00"
"124","record",NA,"08/08/2024 20:00:00","Btemp","Temp","30.0","BasepH","pH","7.74","ORP","ORP","131","Salt","Cond","2.5","Temp_2","Temp","28.9","pH_2","pH","7.85","Temp_3","Temp","28.4","pH_3","pH","7.76","Temp_4","Temp","29.8","pH_4","pH","8.03","Temp_5","Temp","27.8","pH_5","pH","7.90","Temp_6","Temp","29.3","pH_6","pH","8.02","Am_Hed","Amps","0.7","Temp_7","Temp","27.8","pH_7","pH","7.99"
"125","record",NA,"08/08/2024 20:10:00","Btemp","Temp","30.0","BasepH","pH","7.74","ORP","ORP","130","Salt","Cond","2.5","Temp_2","Temp","30.0","pH_2","pH","7.85","Temp_3","Temp","28.2","pH_3","pH","7.67","Temp_4","Temp","29.6","pH_4","pH","8.02","Temp_5","Temp","27.6","pH_5","pH","7.88","Temp_6","Temp","29.2","pH_6","pH","8.02","Am_Hed","Amps","0.8","Temp_7","Temp","27.5","pH_7","pH","7.99"
"126","record",NA,"08/08/2024 20:20:00","Btemp","Temp","30.0","BasepH","pH","7.74","ORP","ORP","130","Salt","Cond","2.5","Temp_2","Temp","29.1","pH_2","pH","7.85","Temp_3","Temp","27.8","pH_3","pH","7.91","Temp_4","Temp","30.4","pH_4","pH","8.03","Temp_5","Temp","27.3","pH_5","pH","7.90","Temp_6","Temp","30.2","pH_6","pH","8.02","Am_Hed","Amps","0.8","Temp_7","Temp","27.1","pH_7","pH","7.99"
"127","record",NA,"08/08/2024 20:30:00","Btemp","Temp","29.9","BasepH","pH","7.74","ORP","ORP","131","Salt","Cond","2.5","Temp_2","Temp","29.9","pH_2","pH","7.85","Temp_3","Temp","27.4","pH_3","pH","7.91","Temp_4","Temp","29.6","pH_4","pH","8.04","Temp_5","Temp","27.3","pH_5","pH","7.87","Temp_6","Temp","29.5","pH_6","pH","8.02","Am_Hed","Amps","0.7","Temp_7","Temp","26.8","pH_7","pH","7.99"
"128","record",NA,"08/08/2024 20:40:00","Btemp","Temp","29.9","BasepH","pH","7.74","ORP","ORP","131","Salt","Cond","2.5","Temp_2","Temp","29.1","pH_2","pH","7.85","Temp_3","Temp","27.0","pH_3","pH","7.91","Temp_4","Temp","29.9","pH_4","pH","8.04","Temp_5","Temp","27.6","pH_5","pH","7.87","Temp_6","Temp","29.0","pH_6","pH","7.96","Am_Hed","Amps","0.7","Temp_7","Temp","26.6","pH_7","pH","7.99"
"129","record",NA,"08/08/2024 20:50:00","Btemp","Temp","29.9","BasepH","pH","7.74","ORP","ORP","131","Salt","Cond","2.5","Temp_2","Temp","29.8","pH_2","pH","7.85","Temp_3","Temp","26.7","pH_3","pH","7.91","Temp_4","Temp","30.8","pH_4","pH","8.04","Temp_5","Temp","27.9","pH_5","pH","7.87","Temp_6","Temp","29.1","pH_6","pH","7.87","Am_Hed","Amps","0.8","Temp_7","Temp","26.8","pH_7","pH","7.98"
"130","record",NA,"08/08/2024 21:00:00","Btemp","Temp","29.9","BasepH","pH","7.74","ORP","ORP","131","Salt","Cond","2.5","Temp_2","Temp","29.5","pH_2","pH","7.85","Temp_3","Temp","26.8","pH_3","pH","7.91","Temp_4","Temp","30.2","pH_4","pH","8.04","Temp_5","Temp","28.0","pH_5","pH","7.85","Temp_6","Temp","29.6","pH_6","pH","8.00","Am_Hed","Amps","0.8","Temp_7","Temp","27.2","pH_7","pH","7.98"
"131","record",NA,"08/08/2024 21:10:00","Btemp","Temp","29.8","BasepH","pH","7.73","ORP","ORP","132","Salt","Cond","2.5","Temp_2","Temp","29.1","pH_2","pH","7.85","Temp_3","Temp","27.1","pH_3","pH","7.91","Temp_4","Temp","29.7","pH_4","pH","8.04","Temp_5","Temp","28.0","pH_5","pH","7.70","Temp_6","Temp","29.7","pH_6","pH","8.01","Am_Hed","Amps","0.7","Temp_7","Temp","27.6","pH_7","pH","7.97"
"132","record",NA,"08/08/2024 21:20:00","Btemp","Temp","29.8","BasepH","pH","7.73","ORP","ORP","132","Salt","Cond","2.5","Temp_2","Temp","29.1","pH_2","pH","7.85","Temp_3","Temp","27.6","pH_3","pH","7.91","Temp_4","Temp","30.7","pH_4","pH","8.04","Temp_5","Temp","27.9","pH_5","pH","7.64","Temp_6","Temp","29.7","pH_6","pH","8.01","Am_Hed","Amps","0.8","Temp_7","Temp","28.0","pH_7","pH","7.96"
"133","record",NA,"08/08/2024 21:30:00","Btemp","Temp","29.8","BasepH","pH","7.73","ORP","ORP","132","Salt","Cond","2.5","Temp_2","Temp","29.2","pH_2","pH","7.85","Temp_3","Temp","28.1","pH_3","pH","7.91","Temp_4","Temp","29.7","pH_4","pH","8.03","Temp_5","Temp","27.8","pH_5","pH","7.85","Temp_6","Temp","29.5","pH_6","pH","8.01","Am_Hed","Amps","0.8","Temp_7","Temp","28.0","pH_7","pH","7.96"
"134","record",NA,"08/08/2024 21:40:00","Btemp","Temp","29.8","BasepH","pH","7.73","ORP","ORP","132","Salt","Cond","2.5","Temp_2","Temp","29.3","pH_2","pH","7.85","Temp_3","Temp","28.6","pH_3","pH","7.91","Temp_4","Temp","30.7","pH_4","pH","8.01","Temp_5","Temp","27.4","pH_5","pH","7.89","Temp_6","Temp","29.2","pH_6","pH","8.01","Am_Hed","Amps","0.8","Temp_7","Temp","27.9","pH_7","pH","7.95"
"135","record",NA,"08/08/2024 21:50:00","Btemp","Temp","29.8","BasepH","pH","7.73","ORP","ORP","132","Salt","Cond","2.5","Temp_2","Temp","29.2","pH_2","pH","7.85","Temp_3","Temp","28.7","pH_3","pH","7.91","Temp_4","Temp","30.2","pH_4","pH","8.01","Temp_5","Temp","27.1","pH_5","pH","7.90","Temp_6","Temp","29.4","pH_6","pH","8.02","Am_Hed","Amps","0.8","Temp_7","Temp","27.7","pH_7","pH","7.94"
"136","record",NA,"08/08/2024 22:00:00","Btemp","Temp","29.8","BasepH","pH","7.73","ORP","ORP","132","Salt","Cond","2.5","Temp_2","Temp","29.0","pH_2","pH","7.85","Temp_3","Temp","28.6","pH_3","pH","7.91","Temp_4","Temp","29.7","pH_4","pH","8.00","Temp_5","Temp","27.1","pH_5","pH","7.91","Temp_6","Temp","30.1","pH_6","pH","8.02","Am_Hed","Amps","0.8","Temp_7","Temp","27.3","pH_7","pH","7.95"
"137","record",NA,"08/08/2024 22:10:00","Btemp","Temp","29.8","BasepH","pH","7.73","ORP","ORP","132","Salt","Cond","2.5","Temp_2","Temp","30.0","pH_2","pH","7.85","Temp_3","Temp","28.3","pH_3","pH","7.91","Temp_4","Temp","31.0","pH_4","pH","7.99","Temp_5","Temp","27.5","pH_5","pH","7.92","Temp_6","Temp","29.4","pH_6","pH","8.02","Am_Hed","Amps","0.7","Temp_7","Temp","27.0","pH_7","pH","7.94"
"138","record",NA,"08/08/2024 22:20:00","Btemp","Temp","29.7","BasepH","pH","7.73","ORP","ORP","133","Salt","Cond","2.5","Temp_2","Temp","29.3","pH_2","pH","7.85","Temp_3","Temp","28.0","pH_3","pH","7.91","Temp_4","Temp","30.8","pH_4","pH","7.99","Temp_5","Temp","27.9","pH_5","pH","7.89","Temp_6","Temp","29.3","pH_6","pH","8.02","Am_Hed","Amps","0.7","Temp_7","Temp","26.7","pH_7","pH","7.95"
"139","record",NA,"08/08/2024 22:30:00","Btemp","Temp","29.7","BasepH","pH","7.73","ORP","ORP","133","Salt","Cond","2.5","Temp_2","Temp","29.4","pH_2","pH","7.85","Temp_3","Temp","27.7","pH_3","pH","7.91","Temp_4","Temp","30.5","pH_4","pH","7.99","Temp_5","Temp","28.2","pH_5","pH","7.89","Temp_6","Temp","30.2","pH_6","pH","8.02","Am_Hed","Amps","0.7","Temp_7","Temp","26.7","pH_7","pH","7.94"
"140","record",NA,"08/08/2024 22:40:00","Btemp","Temp","29.7","BasepH","pH","7.73","ORP","ORP","133","Salt","Cond","2.5","Temp_2","Temp","29.6","pH_2","pH","7.85","Temp_3","Temp","27.3","pH_3","pH","7.91","Temp_4","Temp","30.1","pH_4","pH","7.98","Temp_5","Temp","28.2","pH_5","pH","7.88","Temp_6","Temp","29.8","pH_6","pH","8.02","Am_Hed","Amps","0.8","Temp_7","Temp","26.9","pH_7","pH","7.96"
"141","record",NA,"08/08/2024 22:50:00","Btemp","Temp","29.7","BasepH","pH","7.73","ORP","ORP","135","Salt","Cond","2.6","Temp_2","Temp","29.1","pH_2","pH","7.85","Temp_3","Temp","27.1","pH_3","pH","7.91","Temp_4","Temp","29.6","pH_4","pH","7.98","Temp_5","Temp","28.1","pH_5","pH","7.88","Temp_6","Temp","29.7","pH_6","pH","8.02","Am_Hed","Amps","0.7","Temp_7","Temp","27.3","pH_7","pH","7.97"
"142","record",NA,"08/08/2024 23:00:00","Btemp","Temp","29.7","BasepH","pH","7.73","ORP","ORP","134","Salt","Cond","2.5","Temp_2","Temp","30.0","pH_2","pH","7.85","Temp_3","Temp","27.1","pH_3","pH","7.91","Temp_4","Temp","30.8","pH_4","pH","7.98","Temp_5","Temp","27.9","pH_5","pH","7.88","Temp_6","Temp","29.8","pH_6","pH","8.02","Am_Hed","Amps","0.6","Temp_7","Temp","27.7","pH_7","pH","7.97"
"143","record",NA,"08/08/2024 23:10:00","Btemp","Temp","29.7","BasepH","pH","7.73","ORP","ORP","135","Salt","Cond","2.5","Temp_2","Temp","29.5","pH_2","pH","7.85","Temp_3","Temp","27.5","pH_3","pH","7.91","Temp_4","Temp","30.1","pH_4","pH","7.97","Temp_5","Temp","27.6","pH_5","pH","7.90","Temp_6","Temp","29.7","pH_6","pH","8.02","Am_Hed","Amps","0.8","Temp_7","Temp","28.0","pH_7","pH","7.97"
"144","record",NA,"08/08/2024 23:20:00","Btemp","Temp","29.7","BasepH","pH","7.73","ORP","ORP","135","Salt","Cond","2.5","Temp_2","Temp","29.4","pH_2","pH","7.85","Temp_3","Temp","28.0","pH_3","pH","7.91","Temp_4","Temp","30.1","pH_4","pH","7.97","Temp_5","Temp","27.3","pH_5","pH","7.88","Temp_6","Temp","29.6","pH_6","pH","8.02","Am_Hed","Amps","0.8","Temp_7","Temp","28.1","pH_7","pH","7.97"
"145","record",NA,"08/08/2024 23:30:00","Btemp","Temp","29.7","BasepH","pH","7.73","ORP","ORP","135","Salt","Cond","2.5","Temp_2","Temp","29.4","pH_2","pH","7.85","Temp_3","Temp","28.3","pH_3","pH","7.91","Temp_4","Temp","30.7","pH_4","pH","7.97","Temp_5","Temp","27.3","pH_5","pH","7.90","Temp_6","Temp","29.2","pH_6","pH","8.02","Am_Hed","Amps","0.9","Temp_7","Temp","27.9","pH_7","pH","7.97"
"146","record",NA,"08/08/2024 23:40:00","Btemp","Temp","29.6","BasepH","pH","7.73","ORP","ORP","135","Salt","Cond","2.6","Temp_2","Temp","29.3","pH_2","pH","7.85","Temp_3","Temp","28.6","pH_3","pH","7.91","Temp_4","Temp","30.2","pH_4","pH","7.97","Temp_5","Temp","27.5","pH_5","pH","7.90","Temp_6","Temp","29.5","pH_6","pH","8.02","Am_Hed","Amps","0.8","Temp_7","Temp","27.6","pH_7","pH","7.97"
"147","record",NA,"08/08/2024 23:50:00","Btemp","Temp","29.6","BasepH","pH","7.73","ORP","ORP","135","Salt","Cond","2.6","Temp_2","Temp","29.1","pH_2","pH","7.85","Temp_3","Temp","28.6","pH_3","pH","7.91","Temp_4","Temp","30.0","pH_4","pH","7.97","Temp_5","Temp","27.8","pH_5","pH","7.90","Temp_6","Temp","30.1","pH_6","pH","8.02","Am_Hed","Amps","0.8","Temp_7","Temp","27.2","pH_7","pH","7.97"
"148","record",NA,"08/09/2024 00:00:00","Btemp","Temp","29.6","BasepH","pH","7.73","ORP","ORP","134","Salt","Cond","2.5","Temp_2","Temp","29.8","pH_2","pH","7.85","Temp_3","Temp","28.3","pH_3","pH","7.91","Temp_4","Temp","29.8","pH_4","pH","7.97","Temp_5","Temp","28.1","pH_5","pH","7.91","Temp_6","Temp","29.3","pH_6","pH","8.02","Am_Hed","Amps","0.8","Temp_7","Temp","26.9","pH_7","pH","7.97"
"149","record",NA,"08/09/2024 00:10:00","Btemp","Temp","29.6","BasepH","pH","7.76","ORP","ORP","139","Salt","Cond","2.3","Temp_2","Temp","29.6","pH_2","pH","7.85","Temp_3","Temp","28.0","pH_3","pH","7.91","Temp_4","Temp","29.6","pH_4","pH","7.97","Temp_5","Temp","28.2","pH_5","pH","7.91","Temp_6","Temp","29.5","pH_6","pH","8.02","Am_Hed","Amps","0.8","Temp_7","Temp","26.7","pH_7","pH","7.97"
"150","record",NA,"08/09/2024 00:20:00","Btemp","Temp","29.6","BasepH","pH","7.74","ORP","ORP","137","Salt","Cond","2.5","Temp_2","Temp","29.0","pH_2","pH","7.85","Temp_3","Temp","27.7","pH_3","pH","7.91","Temp_4","Temp","30.8","pH_4","pH","7.97","Temp_5","Temp","28.0","pH_5","pH","7.91","Temp_6","Temp","30.2","pH_6","pH","8.03","Am_Hed","Amps","0.8","Temp_7","Temp","26.7","pH_7","pH","7.97"
"151","record",NA,"08/09/2024 00:30:00","Btemp","Temp","29.6","BasepH","pH","7.73","ORP","ORP","135","Salt","Cond","2.5","Temp_2","Temp","29.8","pH_2","pH","7.85","Temp_3","Temp","27.3","pH_3","pH","7.92","Temp_4","Temp","30.1","pH_4","pH","7.97","Temp_5","Temp","27.8","pH_5","pH","7.90","Temp_6","Temp","29.9","pH_6","pH","8.03","Am_Hed","Amps","0.8","Temp_7","Temp","27.0","pH_7","pH","7.97"
"152","record",NA,"08/09/2024 00:40:00","Btemp","Temp","29.6","BasepH","pH","7.73","ORP","ORP","135","Salt","Cond","2.5","Temp_2","Temp","29.1","pH_2","pH","7.86","Temp_3","Temp","27.1","pH_3","pH","7.92","Temp_4","Temp","30.0","pH_4","pH","7.97","Temp_5","Temp","27.6","pH_5","pH","7.92","Temp_6","Temp","29.8","pH_6","pH","8.03","Am_Hed","Amps","0.8","Temp_7","Temp","27.5","pH_7","pH","7.97"
"153","record",NA,"08/09/2024 00:50:00","Btemp","Temp","29.6","BasepH","pH","7.72","ORP","ORP","135","Salt","Cond","2.5","Temp_2","Temp","30.0","pH_2","pH","7.86","Temp_3","Temp","27.1","pH_3","pH","7.92","Temp_4","Temp","30.6","pH_4","pH","7.97","Temp_5","Temp","27.3","pH_5","pH","7.93","Temp_6","Temp","29.8","pH_6","pH","8.04","Am_Hed","Amps","0.8","Temp_7","Temp","27.9","pH_7","pH","7.97"
"154","record",NA,"08/09/2024 01:00:00","Btemp","Temp","29.6","BasepH","pH","7.72","ORP","ORP","136","Salt","Cond","2.5","Temp_2","Temp","29.7","pH_2","pH","7.86","Temp_3","Temp","27.3","pH_3","pH","7.92","Temp_4","Temp","30.0","pH_4","pH","7.97","Temp_5","Temp","27.3","pH_5","pH","7.92","Temp_6","Temp","29.8","pH_6","pH","8.04","Am_Hed","Amps","0.8","Temp_7","Temp","28.1","pH_7","pH","7.97"
"155","record",NA,"08/09/2024 01:10:00","Btemp","Temp","29.6","BasepH","pH","7.72","ORP","ORP","136","Salt","Cond","2.5","Temp_2","Temp","29.5","pH_2","pH","7.87","Temp_3","Temp","27.8","pH_3","pH","7.93","Temp_4","Temp","29.8","pH_4","pH","7.97","Temp_5","Temp","27.6","pH_5","pH","7.94","Temp_6","Temp","29.6","pH_6","pH","8.05","Am_Hed","Amps","0.7","Temp_7","Temp","28.1","pH_7","pH","7.98"
"156","record",NA,"08/09/2024 01:20:00","Btemp","Temp","29.6","BasepH","pH","7.72","ORP","ORP","136","Salt","Cond","2.5","Temp_2","Temp","29.5","pH_2","pH","7.87","Temp_3","Temp","28.2","pH_3","pH","7.93","Temp_4","Temp","29.7","pH_4","pH","7.97","Temp_5","Temp","28.0","pH_5","pH","7.95","Temp_6","Temp","29.2","pH_6","pH","8.06","Am_Hed","Amps","0.7","Temp_7","Temp","27.9","pH_7","pH","7.98"
"157","record",NA,"08/09/2024 01:30:00","Btemp","Temp","29.6","BasepH","pH","7.72","ORP","ORP","139","Salt","Cond","2.6","Temp_2","Temp","29.5","pH_2","pH","7.88","Temp_3","Temp","28.5","pH_3","pH","7.94","Temp_4","Temp","29.7","pH_4","pH","7.97","Temp_5","Temp","28.1","pH_5","pH","7.96","Temp_6","Temp","29.4","pH_6","pH","8.06","Am_Hed","Amps","0.8","Temp_7","Temp","27.6","pH_7","pH","7.99"
"158","record",NA,"08/09/2024 01:40:00","Btemp","Temp","29.6","BasepH","pH","7.72","ORP","ORP","138","Salt","Cond","2.5","Temp_2","Temp","29.2","pH_2","pH","7.89","Temp_3","Temp","28.5","pH_3","pH","7.94","Temp_4","Temp","30.9","pH_4","pH","7.98","Temp_5","Temp","28.1","pH_5","pH","7.95","Temp_6","Temp","30.1","pH_6","pH","8.07","Am_Hed","Amps","0.8","Temp_7","Temp","27.2","pH_7","pH","8.00"
"159","record",NA,"08/09/2024 01:50:00","Btemp","Temp","29.6","BasepH","pH","7.72","ORP","ORP","138","Salt","Cond","2.5","Temp_2","Temp","29.1","pH_2","pH","7.90","Temp_3","Temp","28.4","pH_3","pH","7.95","Temp_4","Temp","30.2","pH_4","pH","7.98","Temp_5","Temp","28.0","pH_5","pH","7.99","Temp_6","Temp","29.4","pH_6","pH","8.08","Am_Hed","Amps","0.8","Temp_7","Temp","26.9","pH_7","pH","8.01"
"160","record",NA,"08/09/2024 02:00:00","Btemp","Temp","29.7","BasepH","pH","7.72","ORP","ORP","141","Salt","Cond","2.5","Temp_2","Temp","29.9","pH_2","pH","7.91","Temp_3","Temp","28.2","pH_3","pH","7.96","Temp_4","Temp","29.6","pH_4","pH","7.99","Temp_5","Temp","27.7","pH_5","pH","7.97","Temp_6","Temp","29.3","pH_6","pH","8.07","Am_Hed","Amps","0.7","Temp_7","Temp","26.7","pH_7","pH","8.01"
"161","record",NA,"08/09/2024 02:10:00","Btemp","Temp","29.7","BasepH","pH","7.72","ORP","ORP","140","Salt","Cond","2.5","Temp_2","Temp","29.2","pH_2","pH","7.93","Temp_3","Temp","27.8","pH_3","pH","7.97","Temp_4","Temp","30.8","pH_4","pH","7.99","Temp_5","Temp","27.5","pH_5","pH","8.00","Temp_6","Temp","30.3","pH_6","pH","8.10","Am_Hed","Amps","0.8","Temp_7","Temp","26.7","pH_7","pH","8.04"
"162","record",NA,"08/09/2024 02:20:00","Btemp","Temp","29.7","BasepH","pH","7.74","ORP","ORP","143","Salt","Cond","2.4","Temp_2","Temp","29.5","pH_2","pH","7.95","Temp_3","Temp","27.6","pH_3","pH","7.99","Temp_4","Temp","30.2","pH_4","pH","8.00","Temp_5","Temp","27.3","pH_5","pH","8.01","Temp_6","Temp","30.1","pH_6","pH","8.11","Am_Hed","Amps","0.8","Temp_7","Temp","27.2","pH_7","pH","8.05"
"163","record",NA,"08/09/2024 02:30:00","Btemp","Temp","29.7","BasepH","pH","7.72","ORP","ORP","140","Salt","Cond","2.5","Temp_2","Temp","29.6","pH_2","pH","7.96","Temp_3","Temp","27.3","pH_3","pH","8.00","Temp_4","Temp","29.7","pH_4","pH","8.01","Temp_5","Temp","27.3","pH_5","pH","8.06","Temp_6","Temp","30.1","pH_6","pH","8.13","Am_Hed","Amps","0.8","Temp_7","Temp","27.7","pH_7","pH","8.09"
"164","record",NA,"08/09/2024 02:40:00","Btemp","Temp","29.8","BasepH","pH","7.72","ORP","ORP","140","Salt","Cond","2.5","Temp_2","Temp","29.0","pH_2","pH","7.97","Temp_3","Temp","27.0","pH_3","pH","8.01","Temp_4","Temp","29.7","pH_4","pH","8.02","Temp_5","Temp","27.7","pH_5","pH","8.06","Temp_6","Temp","30.3","pH_6","pH","8.15","Am_Hed","Amps","0.7","Temp_7","Temp","28.2","pH_7","pH","8.11"
"165","record",NA,"08/09/2024 02:50:00","Btemp","Temp","29.8","BasepH","pH","7.72","ORP","ORP","141","Salt","Cond","2.6","Temp_2","Temp","29.8","pH_2","pH","7.98","Temp_3","Temp","26.8","pH_3","pH","8.02","Temp_4","Temp","29.8","pH_4","pH","8.02","Temp_5","Temp","28.1","pH_5","pH","8.07","Temp_6","Temp","30.3","pH_6","pH","8.16","Am_Hed","Amps","0.7","Temp_7","Temp","28.5","pH_7","pH","8.11"
"166","record",NA,"08/09/2024 03:00:00","Btemp","Temp","29.8","BasepH","pH","7.72","ORP","ORP","141","Salt","Cond","2.6","Temp_2","Temp","29.1","pH_2","pH","7.98","Temp_3","Temp","26.7","pH_3","pH","8.03","Temp_4","Temp","29.7","pH_4","pH","8.03","Temp_5","Temp","28.3","pH_5","pH","8.09","Temp_6","Temp","30.1","pH_6","pH","8.17","Am_Hed","Amps","0.8","Temp_7","Temp","28.6","pH_7","pH","8.11"
"167","record",NA,"08/09/2024 03:10:00","Btemp","Temp","29.8","BasepH","pH","7.72","ORP","ORP","142","Salt","Cond","2.6","Temp_2","Temp","30.0","pH_2","pH","7.99","Temp_3","Temp","26.8","pH_3","pH","8.04","Temp_4","Temp","30.6","pH_4","pH","8.04","Temp_5","Temp","28.3","pH_5","pH","8.08","Temp_6","Temp","29.8","pH_6","pH","8.18","Am_Hed","Amps","0.7","Temp_7","Temp","28.5","pH_7","pH","8.11"
"168","record",NA,"08/09/2024 03:20:00","Btemp","Temp","29.9","BasepH","pH","7.72","ORP","ORP","142","Salt","Cond","2.5","Temp_2","Temp","29.6","pH_2","pH","8.00","Temp_3","Temp","26.8","pH_3","pH","8.04","Temp_4","Temp","30.6","pH_4","pH","8.05","Temp_5","Temp","28.3","pH_5","pH","8.10","Temp_6","Temp","29.6","pH_6","pH","8.20","Am_Hed","Amps","0.8","Temp_7","Temp","28.3","pH_7","pH","8.11"
"169","record",NA,"08/09/2024 03:30:00","Btemp","Temp","29.9","BasepH","pH","7.72","ORP","ORP","145","Salt","Cond","2.4","Temp_2","Temp","29.2","pH_2","pH","8.02","Temp_3","Temp","27.0","pH_3","pH","8.05","Temp_4","Temp","30.1","pH_4","pH","8.06","Temp_5","Temp","28.1","pH_5","pH","8.10","Temp_6","Temp","29.3","pH_6","pH","8.20","Am_Hed","Amps","0.8","Temp_7","Temp","28.1","pH_7","pH","8.11"
"170","record",NA,"08/09/2024 03:40:00","Btemp","Temp","30.0","BasepH","pH","7.72","ORP","ORP","145","Salt","Cond","2.6","Temp_2","Temp","29.5","pH_2","pH","8.02","Temp_3","Temp","27.2","pH_3","pH","8.06","Temp_4","Temp","29.6","pH_4","pH","8.06","Temp_5","Temp","27.9","pH_5","pH","8.10","Temp_6","Temp","29.0","pH_6","pH","8.21","Am_Hed","Amps","0.8","Temp_7","Temp","27.7","pH_7","pH","8.11"
"171","record",NA,"08/09/2024 03:50:00","Btemp","Temp","30.0","BasepH","pH","7.74","ORP","ORP","145","Salt","Cond","2.6","Temp_2","Temp","30.0","pH_2","pH","8.03","Temp_3","Temp","27.4","pH_3","pH","8.07","Temp_4","Temp","30.8","pH_4","pH","8.07","Temp_5","Temp","27.7","pH_5","pH","8.12","Temp_6","Temp","30.3","pH_6","pH","8.21","Am_Hed","Amps","0.7","Temp_7","Temp","27.5","pH_7","pH","8.12"
"172","record",NA,"08/09/2024 04:00:00","Btemp","Temp","30.1","BasepH","pH","7.72","ORP","ORP","144","Salt","Cond","2.6","Temp_2","Temp","29.7","pH_2","pH","8.03","Temp_3","Temp","27.6","pH_3","pH","8.07","Temp_4","Temp","30.2","pH_4","pH","8.06","Temp_5","Temp","27.5","pH_5","pH","8.11","Temp_6","Temp","29.6","pH_6","pH","8.20","Am_Hed","Amps","0.7","Temp_7","Temp","27.2","pH_7","pH","8.13"
"173","record",NA,"08/09/2024 04:10:00","Btemp","Temp","30.1","BasepH","pH","7.72","ORP","ORP","144","Salt","Cond","2.6","Temp_2","Temp","29.4","pH_2","pH","8.04","Temp_3","Temp","27.8","pH_3","pH","8.08","Temp_4","Temp","29.6","pH_4","pH","8.07","Temp_5","Temp","27.3","pH_5","pH","8.13","Temp_6","Temp","29.2","pH_6","pH","8.22","Am_Hed","Amps","0.8","Temp_7","Temp","27.0","pH_7","pH","8.15"
"174","record",NA,"08/09/2024 04:20:00","Btemp","Temp","30.2","BasepH","pH","7.72","ORP","ORP","144","Salt","Cond","2.6","Temp_2","Temp","29.1","pH_2","pH","8.04","Temp_3","Temp","27.9","pH_3","pH","8.08","Temp_4","Temp","30.8","pH_4","pH","8.07","Temp_5","Temp","27.3","pH_5","pH","8.13","Temp_6","Temp","29.4","pH_6","pH","8.21","Am_Hed","Amps","0.8","Temp_7","Temp","26.9","pH_7","pH","8.14"
"175","record",NA,"08/09/2024 04:30:00","Btemp","Temp","30.2","BasepH","pH","7.72","ORP","ORP","144","Salt","Cond","2.5","Temp_2","Temp","28.9","pH_2","pH","8.05","Temp_3","Temp","27.9","pH_3","pH","8.09","Temp_4","Temp","30.5","pH_4","pH","8.07","Temp_5","Temp","27.4","pH_5","pH","8.15","Temp_6","Temp","30.2","pH_6","pH","8.24","Am_Hed","Amps","0.7","Temp_7","Temp","26.9","pH_7","pH","8.16"
